alias_name,price,commented,screen_size,cost_efficient,performance,endurance,appearance,camera_performance,days,ba_cap,ram,rom
SM-T290,0,1,6.0,6,5,8,6,8,699,5000,3,32
SM-T295C,0,1,6.0,6,5,8,6,8,699,5000,3,32
SM-T700,4999,18,6.5,8,9,9,8,9,40,4500,8,128
SM-T705C,4999,18,6.5,8,9,9,8,9,40,4500,8,128
SM-W,19999,1,7.6,9,9,9,9,9,19,4500,12,512
SM-W2014,2900,154,3.7,4,6,6,7,6,2586,1900,2,32
SM-W2015,3250,77,3.9,5,5,5,6,6,2191,1900,2,16
SM-W2016,2721,46,3.9,4,6,6,8,8,1856,2000,3,64
SM-W2017,6447,34,4.2,5,9,5,8,8,1551,2300,4,64
SM-W2018,7288,7,4.2,4,6,4,7,5,1095,2300,6,64
SM-W2019,14458,0,4.2,0,0,0,0,0,752,3070,6,128
SM-W2020,19999,1,7.3,0,0,0,0,0,395,4235,12,512
SM-W2021,19999,1,7.6,9,9,9,9,9,19,4500,12,512
SM-Z400,0,0,,0,0,0,0,0,1429,2050,0,0
SM701,2080,1422,4.95,5,6,6,6,6,2405,2570,2,16
SM705,2080,1422,4.95,5,6,6,6,6,2405,2570,2,16
SM801,1500,109,4.95,6,6,6,7,6,1826,2670,3,16
SM901,1999,149,5.7,8,10,9,7,8,1521,4080,4,32
SM919,1999,149,5.7,8,10,9,7,8,1521,4080,4,32
SNE-AL00,2199,12,6.3,6,6,7,6,7,821,3750,6,64
SOAP R11,599,0,5.7,0,0,0,0,0,883,3000,3,32
SOAP R11 lite,0,0,5.45,0,0,0,0,0,1064,4000,3,32
SPN,1458,25,6.268,8,9,9,8,7,426,4000,6,64
SPN-AL00,3699,27,6.57,8,9,9,9,9,216,4000,8,64
SPN-TL00,3699,27,6.57,8,9,9,9,9,216,4000,8,64
SS122,2429,7,5.0,4,4,3,5,4,1948,2500,2,16
STF,1438,404,5.15,8,8,7,9,8,1263,3200,6,64
STF-AL00,1199,82,6.59,8,8,8,8,8,496,4000,4,64
STF-AL10,1199,82,6.59,8,8,8,8,8,496,4000,4,64
STF-TL10,1199,82,6.59,8,8,8,8,8,496,4000,4,64
STK-AL00,2299,20,6.63,8,9,9,8,8,81,4200,6,128
STK-TL00,2299,34,6.63,8,9,9,8,8,81,4200,8,128
SUGAR C11,1499,3,5.7,5,5,3,6,6,1156,3000,4,64
SUGAR C21,2999,12,6.26,8,7,10,10,9,1057,6100,4,64
SUGAR C6,989,41,5.0,8,7,7,10,7,1856,2500,2,16
SUGAR C7,1239,1,5.0,8,8,8,8,8,1704,2500,3,32
SUGAR C9,1529,2,5.5,5,5,4,6,4,1429,3000,3,64
SUGAR F11,899,1,5.5,0,0,0,0,0,1429,3000,4,64
SUGAR F7,1619,1,5.0,0,3,0,0,0,1490,3000,4,32
SUGAR F7 mini,1619,1,5.0,0,3,0,0,0,1490,3000,4,32
SUGAR F9,999,5,5.5,5,5,3,6,5,1339,3000,4,64
SUGAR S,3999,0,5.99,0,0,0,0,0,609,4000,4,64
SUGAR S11,978,17,5.99,4,4,6,9,9,1064,3060,4,64
SUGAR S20,799,26,6.18,7,7,7,7,7,1064,3500,4,64
SUGAR S30,3999,0,5.99,0,0,0,0,0,609,4000,4,64
SUGAR S9,1599,7,5.5,7,4,8,9,8,1398,3000,4,64
SUGAR Y11,399,0,5.5,0,0,0,0,0,1156,3000,3,16
SUGAR Y12,0,0,5.45,0,0,0,0,0,974,4080,4,32
SUGAR Y15,1259,1,5.99,5,5,6,8,3,1064,4000,4,64
SUGAR Y7,949,5,5.5,6,6,6,7,6,1613,2820,2,16
SUGAR Y9,1299,18,5.5,7,7,6,7,7,1309,3000,3,32
SUGAR 电霸手机,2999,12,6.26,8,7,10,10,9,883,6100,4,64
Samsung Galaxy A70,1789,3,6.7,6,8,6,6,7,395,4500,8,128
Samsung Note3,9199,23,6.9,8,9,9,9,9,94,4500,12,256
Sharp FS8034,0,0,5.7,0,0,0,0,0,1064,3900,2,16
Signature Touch,69000,14,5.2,0,0,0,0,0,1887,3160,4,64
SmartPhone,4499,16,6.67,8,10,8,9,9,60,4510,8,128
Smartisan M1L,1999,149,5.7,8,10,9,7,8,1521,4080,4,32
Sony H,0,0,6.0,0,0,0,0,0,1064,0,0,0
Stylus 3,0,0,5.7,0,0,0,0,0,1429,3200,3,16
T,3799,20,5.99,5,9,5,7,8,668,3320,6,128
T01 Plus,399,1559,5.0,7,6,6,6,6,2221,2500,1,8
T02,349,2,5.0,5,5,3,6,3,1735,1700,1,8
T06,558,6,5.5,5,4,6,6,4,1795,6350,2,16
T07,658,0,5.5,0,0,0,0,0,1795,2400,2,16
T1,499,98,5.5,5,6,5,6,6,2374,2500,1,8
T1-701u,1198,153,6.5,8,8,8,9,8,821,3750,4,64
T1-701ua,1198,153,6.5,8,8,8,9,8,821,3750,4,64
T1-821w,4099,15,6.57,9,10,8,9,9,223,4000,8,128
T1-823L,4099,15,6.57,9,10,8,9,9,223,4000,8,128
T10,899,2,3.2,0,0,0,0,0,3621,1270,0,0
T106,0,0,,0,0,0,0,0,3440,0,0,0
T106-T106,0,0,,0,0,0,0,0,3440,0,0,0
T11,0,0,,0,0,0,0,0,3531,0,0,0
T12,0,0,,0,0,0,0,0,6239,0,0,0
T15,1598,35,3.2,4,3,6,4,3,3713,1500,0,0
T16,899,1,2.8,0,0,0,0,0,3621,1500,0,0
T2,89,0,2.4,0,0,0,0,0,1917,800,0,0
T2-C01,499,177,5.5,5,6,5,6,6,2040,2500,2,8
T20,788,23,3.2,7,7,7,1,4,3409,1500,0,0
T3,139,0,2.4,0,0,0,0,0,0,2200,0,0
T30,0,1,,0,0,0,0,0,3378,0,0,0
T5,299,0,,0,0,0,0,0,1917,1400,0,0
T500,999,30,4.0,2,9,2,7,2,2921,1450,0,4
T6,299,0,2.4,0,0,0,0,0,760,1900,0,0
T60,299,4,2.4,8,4,6,8,1,3743,0,0,0
T8,1199,16,5.2,4,5,5,6,6,1186,3580,4,128
T800,999,31,3.5,0,0,0,0,0,3501,2100,0,0
T806,439,9,2.8,0,0,0,0,0,4231,850,0,0
T85,0,1,3.2,0,0,0,0,0,3774,1500,0,0
T9,949,18,6.01,4,4,4,5,5,913,3100,4,64
T900,12800,3,5.0,0,0,0,0,0,1156,4500,2,32
T96,520,50,4.0,7,7,6,7,7,3043,1630,1,2
T960,699,19,5.0,0,0,0,0,0,2890,2000,0,4
TA-1000,1658,69,5.8,7,5,8,7,7,944,3060,4,32
TA-1004,3799,20,5.99,5,9,5,7,8,668,3320,6,128
TA-1030,349,48,2.4,8,8,6,8,6,1370,1200,0,0
TA-1041,1499,29,6.18,8,8,8,8,9,791,3500,4,64
TA-1042,4699,24,5.5,6,7,6,5,5,1064,3260,6,128
TA-1054,869,24,5.5,8,4,7,8,7,1064,3000,4,32
TA-1062,1599,47,6.0,6,5,6,6,6,1033,3800,4,64
TA-1094,3799,20,5.99,5,9,5,7,8,668,3320,6,128
TA-1099,1658,69,5.8,5,5,5,6,5,944,3060,4,32
TA-1109,799,20,5.86,5,6,6,6,6,883,3060,3,32
TA-1117,799,1,6.0,3,5,5,3,3,791,3500,3,32
TA-1131,1699,29,6.18,8,8,8,8,9,791,3500,6,64
TA-1172,2299,6,6.39,7,6,6,6,8,609,3500,6,64
TA-1192,159,0,1.77,0,0,0,0,0,426,800,2,0
TA-1258,689,0,5.99,0,0,0,0,0,121,3040,3,32
TAH-AN00,16999,41,8.0,8,10,8,9,8,381,4500,8,512
TAH-AN00m,16999,20,8.0,9,10,9,9,9,0,4500,8,512
TAS-AL00,4499,36,6.62,8,10,9,9,9,395,4200,8,128
TAS-AN00,4999,36,6.62,8,10,9,9,9,395,4200,8,256
TAS-AN10,4999,36,6.62,8,10,9,9,9,395,4200,8,256
TAS-TL00,4499,36,6.62,8,10,9,9,9,395,4200,8,128
TAS-TN00,4499,36,6.62,8,10,9,9,9,395,4200,8,128
TCL 10 5G,0,0,,0,0,0,0,0,334,0,0,0
TCL 520,1299,21,4.0,0,0,0,0,0,2890,1500,0,4
TCL 580,1180,0,2.0,0,0,0,0,0,4992,0,0,0
TCL 750,799,29,5.2,6,4,5,8,7,1643,2800,3,32
TCL 950,1399,139,5.0,5,5,4,6,6,2890,2000,2,16
TCL M2M,610,253,5.5,6,6,6,6,5,2191,3500,2,16
TCL P528D,379,1,5.0,3,3,3,2,2,1856,2000,1,8
TCL P561U,430,2,5.5,8,8,8,8,8,1979,2800,2,16
TCL P588L,380,45,5.0,4,5,3,6,4,2040,2000,1,8
TCL P590L,430,79,5.0,8,2,7,8,7,1826,2000,2,16
TCL V760,499,1,5.7,2,2,2,2,2,1064,3000,3,32
TCL Y660,598,0,5.7,0,0,0,0,0,1064,3000,3,32
TCL i806,700,15,5.5,6,7,5,6,5,1948,2910,2,16
TCL-550,719,9,5.5,5,5,3,6,6,1521,2970,3,32
TCL_P620M,375,76,5.0,6,5,5,5,6,2040,2650,2,16
TEL-AN00,2199,17,6.63,9,8,9,9,8,188,4300,6,128
TEL-AN00a,2199,17,6.63,9,8,9,9,8,188,4300,6,128
TEL-AN10,2199,17,6.63,9,8,9,9,8,188,4300,6,128
TEL-TN00,2199,17,6.63,9,8,9,9,8,188,4300,6,128
TEL-TN10,2199,17,6.63,9,8,9,9,8,188,4300,6,128
TNN-AN00,2199,0,6.8,0,0,0,0,0,121,4300,6,128
TNNH-AN00,2073,22,6.81,9,9,8,9,8,171,4300,8,128
TNY-AL00,3999,174,6.39,9,9,9,9,9,730,3500,8,512
TNY-AL10,3999,174,6.39,9,9,9,9,9,730,3500,8,512
TNY-TL00,3999,174,6.39,9,9,9,9,9,730,3500,8,512
TRT-AL00,2299,20,6.63,8,9,9,8,8,81,4200,6,32
TRT-AL00A,2299,20,6.63,8,9,9,8,8,81,4200,6,64
TRT-TL10,2299,20,6.63,8,9,9,8,8,81,4200,6,128
TRT-TL10A,2299,20,6.63,8,9,9,8,8,81,4200,6,128
TZ,300,0,2.4,0,0,0,0,0,0,1300,0,0
Tablet,0,0,,0,0,0,0,0,0,0,0,0
Titan,2499,0,4.5,0,0,0,0,0,0,6000,6,128
U,1398,17,6.53,9,9,8,8,7,152,4500,6,128
U Plus,2299,19,6.0,6,7,7,7,6,1125,3930,6,128
U Ultra,0,73,5.7,6,9,6,8,8,1429,3000,4,128
U10,148,0,2.4,0,0,0,0,0,699,1400,0,0
U11,168,0,2.4,0,0,0,0,0,1217,1400,0,0
U16,899,11,4.0,0,0,0,0,0,3256,1500,0,0
U17,189,0,2.8,0,0,0,0,0,852,1700,0,4
U19,3268,1,6.0,2,6,5,6,6,548,3930,6,128
U2,1780,264,5.5,4,6,6,6,6,2890,3000,1,16
U20,4539,0,6.8,0,0,0,0,0,0,5000,8,256
U3,799,4,6.35,7,6,8,6,5,456,5000,3,32
U36,550,0,2.8,0,0,0,0,0,4351,1350,0,0
U5,1150,98,3.2,0,0,0,0,0,3986,1200,0,0
U50,300,0,,0,0,0,0,0,3743,0,0,0
U680A,799,42,5.0,4,4,4,6,4,1534,2760,2,16
U680D,799,42,5.0,4,4,4,6,4,1534,2760,2,16
U680H,799,42,5.0,4,4,4,6,4,1534,2760,2,16
U680Y,799,42,5.0,4,4,4,6,4,1534,2760,2,16
U685C,899,61,5.5,5,8,6,7,6,1555,3260,2,16
U685H,899,61,5.5,5,8,6,7,6,1555,3260,2,16
U685M,899,61,5.5,5,8,6,7,6,1555,3260,2,16
U685Q,899,61,5.5,5,8,6,7,6,1555,3260,2,16
U7,595,3,5.47,9,7,6,4,7,944,2800,4,64
U83,960,0,2.8,0,0,0,0,0,4351,950,0,0
Unihertz 泰坦,2499,0,4.5,0,0,0,0,0,0,6000,6,128
Unihertz防水,2499,0,4.5,0,0,0,0,0,0,6000,6,128
V,3399,28,6.57,9,10,8,8,8,354,4100,8,128
V-N9,0,1,,8,8,8,8,8,699,4500,6,64
V-P9,999,0,5.0,0,0,0,0,0,1309,4000,3,32
V10,1713,216,5.99,9,7,8,9,8,1125,3750,6,64
V10 3G,1713,216,5.99,9,7,8,9,8,1125,3750,6,64
V10 4G,2249,38,5.7,7,4,6,9,9,1887,2900,4,64
V15,249,0,5.5,0,0,0,0,0,1429,0,3,32
V15-X,249,0,5.5,0,0,0,0,0,1429,0,3,32
V168,700,0,2.4,0,0,0,0,0,4292,2000,0,0
V17,0,0,6.44,0,0,0,0,0,699,4100,8,128
V1730DA,2298,12,6.26,6,6,6,8,7,877,3260,6,128
V1730DT,1398,12,6.26,6,6,6,8,7,877,3260,4,128
V1730EA,1049,6,6.26,8,7,6,7,6,791,3260,4,64
V1730GA,945,6,6.26,7,6,4,8,6,609,3260,4,64
V1731CA,0,0,6.44,8,8,9,9,9,60,4100,8,128
V1732A,1000,8,6.22,6,6,6,7,6,852,3260,3,32
V1732T,1000,8,6.22,6,6,6,7,6,852,3260,3,32
V18,838,75,6.01,7,6,8,7,6,977,4000,4,64
V1801A0,1049,6,6.26,8,7,6,7,6,791,3260,4,64
V1809A,3498,44,6.41,7,7,7,8,8,760,3500,8,128
V1809T,3498,44,6.41,7,7,7,8,8,760,3500,8,128
V1813A,2098,74,6.3,8,8,8,9,9,791,3315,6,128
V1813BA,945,6,6.26,7,6,4,8,6,609,3260,4,64
V1813BT,945,6,6.26,7,6,4,8,6,609,3260,4,64
V1813T,2098,74,6.3,8,8,8,9,9,791,3315,6,128
V1814A,2598,9,6.41,7,7,7,8,8,760,3400,6,128
V1814T,2598,9,6.41,7,7,7,8,8,760,3400,6,128
V1816A,3498,44,6.41,7,7,7,8,8,760,3500,8,128
V1816T,3498,44,6.41,7,7,7,8,8,760,3500,8,128
V1818A,749,5,6.2,8,8,8,8,7,668,4030,3,64
V1818CA,1998,18,6.2,8,8,9,9,8,699,4030,4,32
V1818CT,1998,18,6.2,8,8,9,9,8,699,4030,4,32
V1818GA,749,5,6.2,6,6,7,7,6,668,4030,3,32
V1818T,738,39,6.2,8,8,8,8,7,760,4030,3,64
V1821A,4998,534,6.89,9,10,9,9,9,274,4500,8,256
V1821T,4998,25,6.89,8,10,8,9,9,274,4500,8,256
V1824A,4998,19,6.56,9,9,9,10,9,90,4000,8,256
V1824BA,4998,19,6.56,9,9,9,10,9,90,4000,8,256
V1829A,2798,180,6.39,8,8,10,10,10,640,4000,8,256
V1829T,2798,180,6.39,8,8,10,10,10,640,4000,8,256
V183,899,69,4.5,4,4,6,4,4,2191,4100,1,8
V1831A,1598,16,6.53,6,6,7,7,7,640,3940,4,128
V1831T,1598,16,6.53,6,6,7,7,7,640,3940,4,128
V1832A,1898,12,6.39,8,8,6,9,9,579,3700,8,256
V1832T,1898,12,6.39,8,8,6,9,9,579,3700,6,256
V1836A,3298,176,6.7,9,8,9,10,10,640,4000,8,256
V1836T,3298,176,6.7,9,8,9,10,10,640,4000,8,256
V1838A,2798,180,6.39,8,8,10,10,10,640,4000,8,256
V1838T,2798,180,6.39,8,8,10,10,10,640,4000,8,256
V185,1299,208,5.0,5,5,6,5,5,2525,4350,1,4
V188S,689,277,5.0,6,6,7,6,5,2252,5200,1,8
V18H,999,5,5.0,5,5,6,6,4,1856,5000,2,32
V19,0,0,6.44,0,0,0,0,0,274,5000,8,128
V1901A,0,0,6.35,6,8,8,8,8,60,5000,4,128
V1901T,0,0,6.35,6,8,8,8,8,60,5000,4,128
V1911A,1598,39,6.53,9,8,9,8,8,243,5000,8,128
V1913A,1798,13,6.38,9,8,8,8,9,518,4500,6,128
V1913T,1798,13,6.38,9,8,8,8,9,518,4500,6,128
V1914A,2598,34,6.57,9,9,9,9,9,215,4500,6,128
V1914T,2598,34,6.57,9,9,9,9,9,215,4500,6,128
V1916A,4998,19,6.56,9,9,9,10,9,90,4000,8,256
V1916T,4998,19,6.56,9,9,9,10,9,90,4000,8,256
V1919A,1598,39,6.53,9,8,9,8,8,243,5000,8,128
V1921A,1498,141,6.38,9,8,8,8,8,487,4500,6,128
V1921T,1498,141,6.38,9,8,8,8,8,487,4500,6,128
V1922A,4998,19,6.56,9,9,9,10,9,90,4000,8,256
V1922T,4998,19,6.56,9,9,9,10,9,90,4000,8,256
V1923A,4998,25,6.89,8,10,8,9,9,274,4500,8,256
V1923T,4998,25,6.89,8,10,8,9,9,274,4500,8,256
V1924A,4998,25,6.89,8,10,8,9,9,274,4500,8,256
V1924T,4998,25,6.89,8,10,8,9,9,274,4500,8,256
V1928A,799,4,6.35,7,6,8,6,5,456,5000,3,32
V1928T,799,4,6.35,7,6,8,6,5,456,5000,3,32
V1932A,1998,20,6.44,7,8,8,8,8,374,4100,8,128
V1932T,1998,20,6.44,7,8,8,8,8,374,4100,8,128
V1934A,1398,26,6.53,9,8,10,9,7,395,5000,6,128
V1934T,1398,26,6.53,9,8,10,9,7,395,5000,6,128
V1936A,2598,34,6.57,9,9,9,9,9,215,4500,6,128
V1936AL,2798,6,6.38,8,7,7,6,5,354,4500,8,128
V1936T,2598,34,6.57,9,9,9,9,9,215,4500,6,128
V1936TL,2598,6,6.38,8,7,7,6,5,354,4500,8,128
V1938A,3698,31,6.44,8,9,8,9,9,342,4350,8,128
V1938CA,2998,20,6.44,8,9,8,8,9,338,4350,8,128
V1938CT,2998,20,6.44,8,9,8,8,9,338,4350,8,128
V1938T,3698,31,6.44,8,9,8,9,9,342,4350,8,128
V1941A,1798,4,6.53,8,9,8,8,7,456,5000,8,64
V1941T,1798,4,6.53,8,9,8,8,7,456,5000,8,32
V1945A,1798,29,6.38,8,8,8,8,7,365,4500,8,128
V1945T,1798,29,6.38,8,8,8,8,7,365,4500,8,128
V1950A,4998,25,6.89,8,10,8,9,9,274,4500,8,256
V1955A,2598,34,6.57,9,9,9,9,9,215,4500,6,128
V1962A,2298,29,6.44,8,8,7,7,8,243,4500,8,128
V1962BA,3498,2,6.44,0,0,0,0,0,213,4500,8,128
V1963A,1849,22,6.57,8,9,8,7,8,275,5000,6,128
V1965A,1498,20,6.53,8,8,9,8,7,243,5000,8,128
V1981A,2598,34,6.57,9,9,9,9,9,215,4500,6,128
V1986A,2198,26,6.57,9,9,7,8,8,182,4500,8,128
V1990A,1598,39,6.53,9,8,9,8,8,243,5000,8,128
V19H,1799,1061,5.5,8,4,10,8,8,1521,5000,4,64
V20,2699,266,6.4,9,8,9,9,9,703,4000,6,128
V2001A,3998,18,6.56,9,9,10,10,10,182,4315,8,128
V2002A,2198,21,6.53,7,9,8,8,7,152,4500,8,128
V2005A,3998,18,6.56,9,9,10,10,10,182,4315,8,128
V2011A,3998,18,6.56,9,9,10,10,10,182,4315,8,128
V2012A,1998,16,6.57,8,9,10,8,8,144,5000,8,128
V2020A,2798,16,6.44,9,9,8,9,9,121,4000,8,128
V2020CA,2798,16,6.44,9,9,8,9,9,121,4000,8,128
V2023A,1398,17,6.53,9,9,8,8,7,152,4500,6,128
V2024A,4998,19,6.56,9,9,9,10,9,90,4000,8,256
V2025A,4998,19,6.56,9,9,9,10,9,90,4000,8,256
V2031A,2398,0,6.44,8,8,9,9,9,19,4100,8,128
V2034A,0,0,6.51,0,0,0,0,0,35,5000,8,128
V2065A,0,0,6.51,0,0,0,0,0,29,5000,4,64
V3,999,0,6.5,0,0,0,0,0,82,5000,6,64
V30,3399,28,6.57,9,10,8,8,8,354,4100,8,128
V31,0,0,,0,0,0,0,0,0,2000,0,0
V31C,0,0,,0,0,0,0,0,0,2000,0,0
V33,369,1,5.5,0,0,0,0,0,699,2450,2,16
V4,2199,1,5.0,3,6,6,6,5,2160,3600,1,8
V5,1399,16,6.5,9,9,10,10,7,115,5000,6,128
V5 PRO,1299,1510,4.3,6,6,5,6,6,2282,2000,2,32
V5+,1399,16,6.5,9,9,10,10,7,115,5000,6,128
V5PLUS,0,4,5.5,6,4,5,7,6,1429,0,4,64
V5s,0,2,5.5,0,0,0,0,0,1429,3000,4,64
V890,0,1,6.0,0,0,0,0,0,1064,0,3,256
V9,1158,455,5.7,8,8,7,8,7,1371,4000,4,64
V9 Youth,0,5,6.3,6,6,6,6,6,1064,3260,4,64
V9-X,0,13,2.2,0,0,0,0,0,0,950,0,0
VCE,2699,144,6.4,9,8,8,9,9,704,3750,8,128
VCE-AL00,2699,144,6.4,9,8,8,9,9,640,3750,8,128
VCE-TL00,2699,144,6.4,9,8,8,9,9,640,3750,8,128
VCR-A0,1049,21,5.5,5,5,6,5,5,1309,4060,6,64
VERTU ASTER P哥特系列,35800,0,4.97,0,0,0,0,0,791,3200,6,128
VERTU ASTER P巴洛克系列,29800,0,4.97,0,0,0,0,0,791,3200,6,128
VIE-AL10,1999,162,5.5,6,10,8,8,9,1704,3400,4,64
VIVO X20,2598,1101,6.01,9,7,9,10,10,1147,3245,4,128
VIVO X27,2798,180,6.39,8,8,10,10,10,640,4000,8,256
VKY-AL00,1759,189,5.5,6,8,7,8,8,1370,3750,6,64
VKY-TL00,1759,189,5.5,6,8,7,8,8,1370,3750,6,64
VLR-W09,2698,19,6.26,8,9,8,8,9,548,3750,8,256
VLR-W09L,2698,19,6.26,8,9,8,8,9,548,3750,8,256
VLR-W19,2698,19,6.26,8,9,8,8,9,548,3750,8,256
VLR-W19L,2698,19,6.26,8,9,8,8,9,548,3750,8,256
VLR-W19LP,2698,19,6.26,8,9,8,8,9,548,3750,8,256
VLR-W29,2698,19,6.26,8,9,8,8,9,548,3750,8,256
VLR-W29L,2698,19,6.26,8,9,8,8,9,548,3750,8,256
VOG-AL00,3958,150,6.47,8,9,9,9,10,609,4200,8,128
VOG-AL10,3958,150,6.47,8,9,9,9,10,609,4200,8,128
VOG-TL00,3958,150,6.47,8,9,9,9,10,609,4200,8,128
VOGA 55909,5888,3,5.5,0,0,0,7,3,1248,4000,4,64
VOGA2,3887,2,5.99,2,3,6,6,3,821,4000,6,128
VOLTE,3399,20,6.55,9,9,9,9,9,42,4500,8,128
VTR,1499,424,5.1,7,8,7,8,8,1370,3200,4,64
VTR-AL00,2200,1,5.2,5,6,6,6,5,1429,3000,4,64
VTR-TL00,2200,1,5.2,5,6,6,6,5,1429,3000,4,64
View,0,0,6.3,0,0,0,0,0,334,0,0,0
Vivo 8,3998,18,6.56,9,9,10,10,10,182,4315,8,128
Vivo V2002A,2498,21,6.53,7,9,8,8,7,182,4500,8,256
W2014手机,2900,154,3.7,4,6,6,7,6,2586,1900,2,32
W2014翻盖手机,2900,154,3.7,4,6,6,7,6,2586,1900,2,32
W2017,999,0,4.0,0,0,0,0,0,1156,2000,2,16
W800,1750,5,,0,0,0,0,0,5631,0,0,0
W900S,3599,50,4.0,4,4,4,6,5,1948,2500,3,32
W909,3999,470,4.2,7,4,9,9,8,1735,2530,4,64
WAS-AL00,3699,27,6.57,8,10,8,9,9,216,4000,8,128
WAS-TL10,3699,27,6.57,8,10,8,9,9,216,4000,8,128
WIN,500,491,4.7,4,4,4,5,4,2831,2000,1,4
WKG-AN00,2299,20,6.63,8,9,9,8,8,81,4200,6,128
WKG-TN00,2299,20,6.63,8,9,9,8,8,81,4200,6,128
WLZ-AL10,2999,24,6.57,9,9,8,8,7,354,4200,8,128
WLZ-AN00,3499,24,6.57,9,9,8,8,7,354,4200,8,256
WP,0,257,5.0,5,6,5,6,6,2647,3000,2,32
WP V2,0,257,5.0,5,6,5,6,6,2647,3000,2,32
WP-S,1450,89,4.8,7,7,6,7,6,3256,2300,1,16
Wildfire X,0,0,6.2,0,0,0,0,0,699,3500,3,32
X,3998,18,6.56,9,9,10,10,10,182,4315,8,128
X plus,599,0,5.5,0,0,0,0,0,1521,2400,3,32
X-Pad,950,17,5.0,3,4,5,3,3,3621,2500,0,4
X-apple,4299,246,5.8,9,10,8,8,9,1125,2716,3,64
X1,6299,2,6.5,8,7,8,8,8,548,3200,6,128
X10,2199,17,6.63,9,8,9,9,8,188,4300,6,128
X15,399,0,5.5,0,0,0,0,0,852,2350,2,16
X18,399,3,5.0,3,3,3,3,3,2040,2000,1,8
X1S,2498,569,4.7,5,6,5,6,6,2831,2000,1,16
X2,5999,203,6.7,9,10,9,10,10,262,4260,12,256
X2 SE,3299,63,4.7,9,10,6,9,8,220,1821,3,64
X20,678,0,5.7,0,0,0,0,0,974,2800,0,0
X20(X9S),678,0,5.7,0,0,0,0,0,974,2800,0,0
X21,699,0,5.84,0,0,0,0,0,1064,0,3,64
X21S,2598,9,6.41,7,7,7,8,8,760,3400,6,128
X23,3498,44,6.41,7,7,7,8,8,760,3500,8,128
X23-3,988,30,5.5,5,5,5,5,5,1326,4000,4,32
X25,599,0,6.26,0,0,0,0,0,426,3900,6,64
X27,2798,180,6.39,8,8,10,10,10,640,4000,8,256
X27 Pro,3298,176,6.7,9,8,9,10,10,640,4000,8,256
X27pro,3298,176,6.7,9,8,9,10,10,640,4000,8,256
X3,1849,0,6.67,0,0,0,0,0,0,5160,6,64
X30,2998,20,6.44,8,9,8,8,9,338,4350,8,128
X5,799,20,5.86,5,6,6,6,6,883,3060,3,32
X50,3998,18,6.56,9,9,10,10,10,182,4315,8,128
X50pro,3998,18,6.56,9,9,10,10,10,182,4315,8,128
X6,1658,69,5.8,5,5,5,6,5,944,3060,4,32
X600,900,929,5.5,5,6,4,6,6,2160,3000,3,16
X608,699,929,5.5,5,6,4,6,6,1917,3000,3,16
X620,807,2,2.4,0,0,0,0,0,4412,0,0,0
X6A,1799,979,5.2,6,4,6,8,8,1826,2400,4,32
X7,2399,16,6.55,9,9,8,8,9,84,4500,8,128
X7 PLUS,1270,485,5.7,8,5,8,9,9,1591,4000,4,64
X720,6999,19,6.76,9,9,8,9,8,31,4400,8,256
X8,988,166,6.2,8,6,6,8,7,803,3210,4,64
X80,495,1,,0,0,0,0,0,3835,0,0,0
X800,630,18,2.8,0,0,0,0,0,4535,1250,0,0
X800+,630,18,2.8,0,0,0,0,0,4535,1250,0,0
X818,659,53,5.5,7,4,8,8,8,1582,3900,3,32
X9,599,0,5.5,0,0,0,0,0,1521,2400,3,32
X9 mini,0,1,,0,0,0,0,0,3986,0,0,0
X90,380,16,2.4,0,0,0,0,0,4078,850,0,0
X900,999,668,6.33,7,6,7,8,8,2160,3400,4,32
X900+,999,668,6.33,7,6,7,8,8,2160,3400,4,32
X9000,1680,0,2.8,0,0,0,0,0,0,1350,0,0
X9007,1999,1688,5.5,5,7,5,6,7,2466,2800,2,16
X9009,0,174,5.5,6,7,6,7,7,1064,4100,4,64
X9009fw,0,174,5.5,6,7,6,7,7,1064,4100,4,64
X9070,2499,1688,5.5,5,7,5,6,7,2466,3000,3,32
X9077,2499,1688,5.5,5,7,5,6,7,2466,3000,3,32
X909T,2598,1657,5.0,6,7,4,7,6,2890,2500,2,16
X9S,678,0,5.7,0,0,0,0,0,974,2800,0,0
XCover 4s,0,0,5.0,0,0,0,0,0,548,2800,3,32
XIAOMI 9,2698,250,6.39,9,9,8,9,9,668,3300,6,128
XIAOMI POCO M2 Pro,0,0,6.67,0,0,0,0,0,146,5020,4,64
XIAOMI POCOM3,0,0,6.53,0,0,0,0,0,0,6000,4,64
XIG01,2299,23,6.57,8,9,6,8,7,214,4160,8,128
XL39h,1549,402,6.44,7,8,6,8,6,2739,3000,2,16
XM-T Pro,369,2,5.0,5,5,4,4,4,1735,2000,1,8
XP7s,3199,5,4.0,7,2,9,10,8,1643,4820,3,64
XPERIA XS,0,2,5.5,0,0,0,0,0,0,0,4,64
XPERIA Xx,0,0,5.2,0,0,0,0,0,0,0,4,0
XS,5028,171,6.5,8,9,8,8,8,801,3174,4,64
XT1,0,0,5.2,0,0,0,0,0,1429,4000,0,16
XT1055,1110,103,4.7,6,7,6,8,6,2678,2200,2,16
XT1077,540,50,5.0,6,6,5,6,6,2160,2390,1,8
XT1079,540,50,5.0,6,6,5,6,6,2160,2390,1,8
XT1085,3329,3,5.2,0,0,0,0,0,1429,3000,4,64
